code|await_sync_at|barcode_df|barcode_items_df|cbenef_df|cbenef_items_df|cest_df|cest_items_df|cfop_df|cfop_items_df|cofins_aliquota_df|cofins_aliquota_items_df|description_df|description_items_df|divergent_columns_df|estado_destino_df|estado_destino_items_df|estado_origem_df|estado_origem_items_df|icms_aliquota_df|icms_aliquota_items_df|icms_aliquota_reduzida_df|icms_aliquota_reduzida_items_df|icms_cst_df|icms_cst_items_df|naturezareceita_df|naturezareceita_id|naturezareceita_items_df|ncm_df|ncm_items_df|pis_aliquota_df|pis_aliquota_items_df|piscofins_cst_df|piscofins_cst_items_df|protege_df|protege_items_df|sequencial_df|sequencial_items_df|status_item|sync_at|sync_validate_at
505772|2024-10-28 18:04:58.498525+00:00|7896020161721|7896020161721|||2002900|2002900|5102|5102|0.0|0.0|TENYS PE BARUEL PO BARCELONA 100GR|TENYS PE BARUEL PO BARCELONA 100GR|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33072090|33072090|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505773|2024-10-28 18:04:58.498525+00:00|7890002012339|7890002012339|||1000600|1000600|5102|5102|0.0|7.6|JOELHO LR 25X3/4|JOELHO LR 25X3/4|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|39174090|39174090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505774|2024-10-28 18:04:58.498525+00:00|78918870|78918870|||0400100|0400100|5405|5405|0.0|0.0|CIG FREE KENT BOOST BOX PRIME|CIG FREE KENT BOOST BOX PRIME|naturezareceita|||||0|0|0|0|60|60|0|12.0|101|24022000|24022000|0.0|0.0|05|05|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505775|2024-10-28 18:04:58.498525+00:00|7895144892832|7895144892832|||||5102|5102|0.0|7.6|MENTOS COOLWHITE 8.5G|MENTOS COOLWHITE 8.5G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21069050|21069050|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505776|2024-10-28 18:04:58.498525+00:00|7896098904145|7896098904145|||1100700|1100700|5102|5102|0.0|7.6|L PERF YPE DIOCE VIDA FR 1L|L PERF YPE DIOCE VIDA FR 1L|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|34025000|34025000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505777|2024-10-28 18:04:58.498525+00:00|7890002013725|7890002013725|||1000600|1000600|5102|5102|0.0|7.6|TEE LL 25MM|TEE LL 25MM|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|39174090|39174090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505778|2024-10-28 18:04:58.498525+00:00|7896324400885|7896324400885|||1710900|1710900|5102|5102|0.0|7.6|CAPP.DIET SACHE CAJUBA 6GR|CAPP.DIET SACHE CAJUBA 6GR|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21011190|21011190|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505779|2024-10-28 18:04:58.498525+00:00|7896111996386|7896111996386|||2001200|2001200|5102|5102|0.0|0.0|ESMALTE IMPALA ACALMA MENTE PEROLADO LAV PAC|ESMALTE IMPALA ACALMA MENTE PEROLADO LAV PAC|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33043000|33043000|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505780|2024-10-28 18:04:58.498525+00:00|7897944300555|7897944300555|||||5102|5102|0.0|7.6|COPO ABAULADO 07 COM ASA(270ML)|COPO ABAULADO 07 COM ASA(270ML)|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|34053000|34053000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505781|2024-10-28 18:04:58.498525+00:00|7896849406454|7896849406454|||1400600|1400600|5102|5102|0.0|7.6|FUNIL INDUSTRIAL NR 5|FUNIL INDUSTRIAL NR 5|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|39241000|39241000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505782|2024-10-28 18:04:58.498525+00:00|7891055525104|7891055525104|||||5102|5102|0.0|7.6|ESCOVA P/ SAPATO CONDOR REF 1|ESCOVA P/ SAPATO CONDOR REF 1|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|96039000|96039000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505783|2024-10-28 18:04:58.498525+00:00|7892840819422|7892840819422|||1700600|1700600|5102|5102|0.0|7.6|ACHOCOLAT PO TODDY SNICKERS 350GR|ACHOCOLAT PO TODDY SNICKERS 350GR|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|18069000|18069000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505784|2024-10-28 18:04:58.498525+00:00|7891035611230|7891035611230|||||5102|5102|0.0|7.6|INSET MORTEIN AERO 300ML BARREIRA ATIVA|INSET MORTEIN AERO 300ML BARREIRA ATIVA|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|38089119|38089119|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505785|2024-10-28 18:04:58.498525+00:00|7898264711175|7898264711175|||1400600|1400600|5102|5102|0.0|7.6|POTE REDONDO ACUCAR 2.0 LTS|POTE REDONDO ACUCAR 2.0 LTS|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|39241000|39241000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505786|2024-10-28 18:04:58.498525+00:00|7500435145244|7500435145244|||2003401|2003401|5102|5102|0.0|0.0|LENCO UMEDECIDO PAMPERS ALOE VERA 48UN|LENCO UMEDECIDO PAMPERS ALOE VERA 48UN|naturezareceita|||||19|19|19|19|0|0|0|10.0|002|34011190|34011190|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505787|2024-10-28 18:04:58.498525+00:00|7890002016849|7890002016849|||||5102|5102|0.0|7.6|TORNEIRA FILTRO GIRATORIA MARRON|TORNEIRA FILTRO GIRATORIA MARRON|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|84818099|84818099|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505788|2024-10-28 18:04:58.498525+00:00|7898601690552|7898601690552|||1703500|1703500|5102|5102|0.0|7.6|TEMPERO ALHO E SAL EMERALDA 400GR|TEMPERO ALHO E SAL EMERALDA 400GR|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21039029|21039029|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505789|2024-10-28 18:04:58.498525+00:00|7897944301019|7897944301019|||||5102|5102|0.0|7.6|PAPEIRO 16 REFORCADO-1.2LITROS|PAPEIRO 16 REFORCADO-1.2LITROS|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|76151000|76151000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505790|2024-10-28 18:04:58.498525+00:00|7897282300897|7897282300897|||1702900|1702900|5102|5102|0.0|7.6|DOCE LEITE MORANGO 400G|DOCE LEITE MORANGO 400G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19019020|19019020|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505791|2024-10-28 18:04:58.498525+00:00|7896179501195|7896179501195|||1711200|1711200|5102|5102|0.0|7.6|SUCO JANDAIA MANGA 200ML|SUCO JANDAIA MANGA 200ML|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|22029900|22029900|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505792|2024-10-28 18:04:58.498525+00:00|7899706185189|7899706185189|||2002100|2002100|5102|5102|0.0|0.0|CO ELSEVE REPARACAO TOTAL 5 PROM 200ML|CO ELSEVE REPARACAO TOTAL 5 PROM 200ML|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33059000|33059000|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505793|2024-10-28 18:04:58.498525+00:00|7891150081949|7891150081949|||2002800|2002800|5102|5102|0.0|0.0|DA REXONA UNISSEX NOW UNITED 90GR|DA REXONA UNISSEX NOW UNITED 90GR|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33072010|33072010|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505794|2024-10-28 18:04:58.498525+00:00|7896042057569|7896042057569|||1400600|1400600|5102|5102|0.0|7.6|QUEIJEIRA DECORA CAFE DA MANHA REDONDA|QUEIJEIRA DECORA CAFE DA MANHA REDONDA|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|39241000|39241000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505795|2024-10-28 18:04:58.498525+00:00|7898949924210|7898949924210||GO821010|||5102|5102|0.0|0.0|FEIJAO CAR T1PATUREBA|FEIJAO CAR T1PATUREBA|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|4.0|105|07133399|07133399|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505796|2024-10-28 18:04:58.498525+00:00|7897534802186|7897534802186|||||5102|5102|0.0|7.6|FREE PET SHAMPOO CLAREADOR 500ML|FREE PET SHAMPOO CLAREADOR 500ML|pis_aliquota, cofins_aliquota|||||21|21|21|21|0|0|0||0|33079000|33079000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505797|2024-10-28 18:04:58.498525+00:00|7909690887829|7909690887829|||||5102|5102|0.0|7.6|SAND HAV FEM SLIM NEON GLOW RS 37/38|SAND HAV FEM SLIM NEON GLOW RS 37/38|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505798|2024-10-28 18:04:58.498525+00:00|7896586817865|7896586817865|||1200700|1200700|5102|5102|0.0|7.6|DANEVA EXTENSAO SORT 2P+T0.75MM 3M|DANEVA EXTENSAO SORT 2P+T0.75MM 3M|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|85444200|85444200|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505799|2024-10-28 18:04:58.498525+00:00|7898245380024|7898245380024|||||5102|5102|0.0|7.6|CONES C/ BARBANTE CRU 1KG 4/6|CONES C/ BARBANTE CRU 1KG 4/6|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|52071000|52071000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505800|2024-10-28 18:04:58.498525+00:00|7896214532603|7896214532603|||1709400|1709400|5102|5102|0.0|7.6|GELEIA QUEENSBERRY 320GR AMORA|GELEIA QUEENSBERRY 320GR AMORA|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|20079910|20079910|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505801|2024-10-28 18:04:58.498525+00:00|7898282440088|7898282440088|||0200100|0200100|5102|5102|0.0|7.6|RAIZES AMARGAS 900ML GOIAS|RAIZES AMARGAS 900ML GOIAS|pis_aliquota, cofins_aliquota|||||27|27|27|27|0|0|0||0|22089000|22089000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505802|2024-10-28 18:04:58.498525+00:00|7891065000189|7891065000189|||||5102|5102|0.0|7.6|CADEADO PADO 45MM|CADEADO PADO 45MM|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|83011000|83011000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505803|2024-10-28 18:04:58.498525+00:00|7891150071179|7891150071179|||1100200|1100200|5102|5102|0.0|7.6|SABAO PO BRILHANTE DELICADEZA SACH 1.6KG|SABAO PO BRILHANTE DELICADEZA SACH 1.6KG|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|38089419|38089419|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505804|2024-10-28 18:04:58.498525+00:00|7891035500008|7891035500008|||||5102|5102|0.0|7.6|LUSTRA MOVEIS POLIFLOR JASMIN 200ML|LUSTRA MOVEIS POLIFLOR JASMIN 200ML|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|34052000|34052000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505805|2024-10-28 18:04:58.498525+00:00|7896523107431|7896523107431|||||5102|5102|0.0|7.6|VELA ANIVERS BIG N§7 ROSA|VELA ANIVERS BIG N§7 ROSA|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|34060000|34060000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505806|2024-10-28 18:04:58.498525+00:00|7896451921307|7896451921307|||||5102|5102|0.0|7.6|MIX DOCIGOMA AZEDINHAS E DOCINHAS 190G|MIX DOCIGOMA AZEDINHAS E DOCINHAS 190G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|17049020|17049020|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505807|2024-10-28 18:04:58.498525+00:00|7898264710956|7898264710956|||1400600|1400600|5102|5102|0.0|7.6|CANECA PLASTICA KIT C/4 ERCA 300ML|CANECA PLASTICA KIT C/4 ERCA 300ML|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|39241000|39241000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505808|2024-10-28 18:04:58.498525+00:00|7898922002003|7898922002003|||1709700|1709700|5102|5102|0.0|7.6|CAVALINHA 40G|CAVALINHA 40G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|12119090|12119090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505809|2024-10-28 18:04:58.498525+00:00|7909690228899|7909690228899|||||5102|5102|0.0|7.6|SAND HAV COLOR VDE 39/40|SAND HAV COLOR VDE 39/40|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505810|2024-10-28 18:04:58.498525+00:00|7891010038915|7891010038915|||2002400|2002400|5102|5102|0.0|0.0|FIO DENTAL JOHNSONS REACH EXTRA FINO 50MT|FIO DENTAL JOHNSONS REACH EXTRA FINO 50MT|naturezareceita|||||19|19|19|19|0|0|0|26.0|129|33062000|33062000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505811|2024-10-28 18:04:58.498525+00:00|7896828000482|7896828000482|||1701100|1701100|5102|5102|0.0|7.6|PP AGUA DE COCO KEROCOCO 330ML|PP AGUA DE COCO KEROCOCO 330ML|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|20098921|20098921|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505812|2024-10-28 18:04:58.498525+00:00|7897282300118|7897282300118|||1706201|1706201|5102|5102|0.0|7.6|DOCE TABLETE SIRIO 400G|DOCE TABLETE SIRIO 400G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19059090|19059090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505813|2024-10-28 18:04:58.498525+00:00|7890005031092|7890005031092|||0801000|0801000|5102|5102|0.0|7.6|SACA ROLHAS CABO PLASTICO|SACA ROLHAS CABO PLASTICO|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|82055100|82055100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505814|2024-10-28 18:04:58.498525+00:00|7896355751079|7896355751079|||1400600|1400600|5102|5102|0.0|7.6|JOGO POTE GRADUADO 5PC QUADRADO 700ML|JOGO POTE GRADUADO 5PC QUADRADO 700ML|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|39241000|39241000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505815|2024-10-28 18:04:58.498525+00:00|7500435142236|7500435142236|||2002000|2002000|5102|5102|0.0|0.0|MASCARA PANTENE POTE NUTRIÇÃO UMECTANTE 270ML|MASCARA PANTENE POTE NUTRIÇÃO UMECTANTE 270ML|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33059000|33059000|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505816|2024-10-28 18:04:58.498525+00:00|7897042009121|7897042009121|||2002000|2002000|5102|5102|0.0|0.0|CR HID SKALA 12 EM 1 PLUS 1KG|CR HID SKALA 12 EM 1 PLUS 1KG|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33059000|33059000|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505817|2024-10-28 18:04:58.498525+00:00|7896216100039|7896216100039|||1704903|1704903|5102|5102|0.0|0.0|MASSA PAST CUMBUCA 500G|MASSA PAST CUMBUCA 500G|naturezareceita|||||19|19|19|19|0|0|0|16.0|119|19021900|19021900|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505818|2024-10-28 18:04:58.498525+00:00|7896235353973|7896235353973||GO821019|2003700|2003700|5102|5102|0.0|7.6|SABONETE LIQUIDO MONANGE FLOR DE LAVANDA 240M|SABONETE LIQUIDO MONANGE FLOR DE LAVANDA 240M|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||7|12|7|7|20|20|0||0|34013000|34013000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505819|2024-10-28 18:04:58.498525+00:00|7896040706865|7896040706865|||1100800|1100800|5102|5102|0.0|7.6|AMAC AMACITEL 2LT MOMENTO BRANCO|AMAC AMACITEL 2LT MOMENTO BRANCO|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|38099190|38099190|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505820|2024-10-28 18:04:58.498525+00:00|7896849405570|7896849405570|||1400600|1400600|5102|5102|0.0|7.6|FUNIL MEDIO N.3 CM ALVES (9.5CM)|FUNIL MEDIO N.3 CM ALVES (9.5CM)|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|39241000|39241000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505821|2024-10-28 18:04:58.498525+00:00|7891000111161|7891000111161|||1703000|1703000|5102|5102|0.0|7.6|NESCAU CEREAL MATINAL 210G|NESCAU CEREAL MATINAL 210G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19041000|19041000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505822|2024-10-28 18:04:58.498525+00:00|7896022207007|7896022207007|||1705302|1705302|5102|5102|0.0|7.6|BISC GALO AGUA E SAL 360G|BISC GALO AGUA E SAL 360G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19053100|19053100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505823|2024-10-28 18:04:58.498525+00:00|7890006002381|7890006002381|||2006100|2006100|5102|5102|0.0|7.6|PENTE CABO PEQUENO|PENTE CABO PEQUENO|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|96151100|96151100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505824|2024-10-28 18:04:58.498525+00:00|7896314708946|7896314708946|||1400600|1400600|5102|5102|0.0|7.6|TABUA PLASTICA GRANDE+ LIMP GRIL GRATIS|TABUA PLASTICA GRANDE+ LIMP GRIL GRATIS|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|39241000|39241000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505825|2024-10-28 18:04:58.498525+00:00|7891182996655|7891182996655|||2001200|2001200|5102|5102|0.0|0.0|ESM RISQUE BL MALICIA|ESM RISQUE BL MALICIA|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33043000|33043000|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505826|2024-10-28 18:04:58.498525+00:00|7894900184334|7894900184334|||0200300|0200300|5102|5102|0.0|7.6|SCHW SPRITZ LT 310ML|SCHW SPRITZ LT 310ML|pis_aliquota, cofins_aliquota|||||27|27|27|27|0|0|0||0|22089000|22089000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505827|2024-10-28 18:04:58.498525+00:00|7891360623090|7891360623090|||1902800|1902800|5102|5102|0.0|7.6|MARCA TEXTO F CAST AMARELO|MARCA TEXTO F CAST AMARELO|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|96082000|96082000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505828|2024-10-28 18:04:58.498525+00:00|7891167015012|7891167015012|||1708001|1708001|5102|5102|0.0|7.6|PATE ATUM G COSTA 150G DEFUMADO|PATE ATUM G COSTA 150G DEFUMADO|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|16042010|16042010|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505829|2024-10-28 18:04:58.498525+00:00|7909438041810|7909438041810||GO821022|1902700|1902700|5102|5102|0.0|7.6|CANETA ESFEROGRAFICA CIS SPIRO 0.7MM VERM.|CANETA ESFEROGRAFICA CIS SPIRO 0.7MM VERM.|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||12|19|12|12|20|20|0||0|96081000|96081000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505830|2024-10-28 18:04:58.498525+00:00|7896530722085|7896530722085|||1700300|1700300|5102|5102|0.0|7.6|LAC TAB ZERO ACUCAR AO LEITE 20GR|LAC TAB ZERO ACUCAR AO LEITE 20GR|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|18063210|18063210|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505832|2024-10-28 18:04:58.498525+00:00|7500435141529|7500435141529|||2006400|2006400|5405|5405|0.0|7.6|APARELHO MACH3 ACQUA SENSITIVE|APARELHO MACH3 ACQUA SENSITIVE|pis_aliquota, cofins_aliquota|||||0|0|0|0|60|60|0||0|82121020|82121020|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505833|2024-10-28 18:04:58.498525+00:00|7896001013520|7896001013520|||||5102|5102|0.0|7.6|NOVICA MOP MOP ABRASIVO|NOVICA MOP MOP ABRASIVO|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|96039000|96039000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505834|2024-10-28 18:04:58.498525+00:00|7896040700245|7896040700245|||1100600|1100600|5102|5102|0.0|7.6|SABAO LIQUIDO COQUEL 1.500ML COCO|SABAO LIQUIDO COQUEL 1.500ML COCO|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|34025000|34025000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505835|2024-10-28 18:04:58.498525+00:00|5600347514014|5600347514014|||1706700|1706700|5102|5102|0.0|0.0|AZEITE EXT.VIR.PORT IMPERADOR 500ML|AZEITE EXT.VIR.PORT IMPERADOR 500ML|naturezareceita|||||19|19|19|19|0|0|0|22.0|125|15099010|15099010|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505836|2024-10-28 18:04:58.498525+00:00|7896440500896|7896440500896|||||5102|5102|0.0|0.0|DESOD P/ AUTOS FLORAL 70ML|DESOD P/ AUTOS FLORAL 70ML|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33074900|33074900|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505837|2024-10-28 18:04:58.498525+00:00|7896523100326|7896523100326|||||5102|5102|0.0|7.6|CORANTE ALIMENT. LIQ  AZUL 10ML|CORANTE ALIMENT. LIQ  AZUL 10ML|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|32041830|32041830|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505838|2024-10-28 18:04:58.498525+00:00|7898126400254|7898126400254|||2002100|2002100|5102|5102|0.0|0.0|CD TUTANO E CERAMIDAS 250ML|CD TUTANO E CERAMIDAS 250ML|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33059000|33059000|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505839|2024-10-28 18:04:58.498525+00:00|7891010030476|7891010030476|||2002100|2002100|5102|5102|0.0|0.0|CO J&J BABY CAMOMILA 200ML|CO J&J BABY CAMOMILA 200ML|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33059000|33059000|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505840|2024-10-28 18:04:58.498525+00:00|7896083800155|7896083800155||GO821019|1100100|1100100|5102|5102|0.0|7.6|AGUA SANITARIA SUPER CANDIDA 2L|AGUA SANITARIA SUPER CANDIDA 2L|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||7|12|7|7|20|20|0||0|28289011|28289011|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505841|2024-10-28 18:04:58.498525+00:00|7896029007112|7896029007112|||2200100|2200100|5102|5102|0.0|7.6|WHISKAS CARNE 1KG|WHISKAS CARNE 1KG|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|23099010|23099010|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505842|2024-10-28 18:04:58.498525+00:00|7898126400261|7898126400261|||2001700|2001700|5102|5102|0.0|0.0|SH NEUTRO PEROL C/PROT LEITE 250ML|SH NEUTRO PEROL C/PROT LEITE 250ML|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33051000|33051000|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505843|2024-10-28 18:04:58.498525+00:00|7898126407772|7898126407772|||2001700|2001700|5102|5102|0.0|0.0|SHA POS QUIMICA 250ML|SHA POS QUIMICA 250ML|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33051000|33051000|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
505844|2024-10-28 18:04:58.498525+00:00|7896211820505|7896211820505|||||5102|5102|0.0|7.6|TREVISO FACA MESA 3 PCS TIFFANY|TREVISO FACA MESA 3 PCS TIFFANY|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|82119100|82119100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
