code|await_sync_at|barcode_df|barcode_items_df|cbenef_df|cbenef_items_df|cest_df|cest_items_df|cfop_df|cfop_items_df|cofins_aliquota_df|cofins_aliquota_items_df|description_df|description_items_df|divergent_columns_df|estado_destino_df|estado_destino_items_df|estado_origem_df|estado_origem_items_df|icms_aliquota_df|icms_aliquota_items_df|icms_aliquota_reduzida_df|icms_aliquota_reduzida_items_df|icms_cst_df|icms_cst_items_df|naturezareceita_df|naturezareceita_id|naturezareceita_items_df|ncm_df|ncm_items_df|pis_aliquota_df|pis_aliquota_items_df|piscofins_cst_df|piscofins_cst_items_df|protege_df|protege_items_df|sequencial_df|sequencial_items_df|status_item|sync_at|sync_validate_at
500920|2024-10-28 18:04:58.498525+00:00|7896179501690|7896179501690|||1711200|1711200|5102|5102|0.0|7.6|SUCO JANDAIA CAJU 200ML|SUCO JANDAIA CAJU 200ML|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|22029900|22029900|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500921|2024-10-28 18:04:58.498525+00:00|7896245709029|7896245709029|||1703101|1703101|5102|5102|0.0|7.6|SALG TRIGO PETICITOS CARNE DE SOL 40G|SALG TRIGO PETICITOS CARNE DE SOL 40G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19059090|19059090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500922|2024-10-28 18:04:58.498525+00:00|7622210661609|7622210661609|||1705300|1705300|5102|5102|0.0|7.6|BISC CLUB SOCIAL RECH QJ TOMATE MANJ 106G|BISC CLUB SOCIAL RECH QJ TOMATE MANJ 106G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19053100|19053100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500925|2024-10-28 18:04:58.498525+00:00|7897184000611|7897184000611|||0301001|0301001|5405|5405|0.0|0.0|REF MINEIRO UVA 2L|REF MINEIRO UVA 2L|naturezareceita|||||0|0|0|0|60|60|0|30.0|918|22021000|22021000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500926|2024-10-28 18:04:58.498525+00:00|7897323600870|7897323600870|||||5102|5102|0.0|7.6|DESINF HOSP ALCOOL ESTRELA 70§ 1L|DESINF HOSP ALCOOL ESTRELA 70§ 1L|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|38089419|38089419|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500927|2024-10-28 18:04:58.498525+00:00|7891024035139|7891024035139||GO821019|2003400|2003400|5102|5102|0.0|0.0|SAB PROTEX 085GR VITAMINA E|SAB PROTEX 085GR VITAMINA E|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|25.0|128|34011190|34011190|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500928|2024-10-28 18:04:58.498525+00:00|7892300026742|7892300026742|||||5102|5102|0.0|7.6|CANJICA DE MILHO AMARELA SINHA 500G|CANJICA DE MILHO AMARELA SINHA 500G|pis_aliquota, cofins_aliquota|||||12|12|12|12|0|0|0||0|11042300|11042300|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500929|2024-10-28 18:04:58.498525+00:00|7897900310963|7897900310963|||1704300|1704300|5102|5102|0.0|7.6|BARRA CEREAL TRIO MORANGO/CHOCOLATE 20G|BARRA CEREAL TRIO MORANGO/CHOCOLATE 20G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|18063220|18063220|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500930|2024-10-28 18:04:58.498525+00:00|7896110010953|7896110010953|||2004700|2004700|5102|5102|0.0|7.6|PAPEL TOALHA SNOB BRANCA 2UN 50 FOLHAS|PAPEL TOALHA SNOB BRANCA 2UN 50 FOLHAS|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|48189090|48189090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500931|2024-10-28 18:04:58.498525+00:00|7891149105564|7891149105564|||0200300|0200300|5102|5102|0.0|7.6|SKOL BEATS SENSES LT 269ML|SKOL BEATS SENSES LT 269ML|pis_aliquota, cofins_aliquota|||||27|27|27|27|0|0|0||0|22089000|22089000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500932|2024-10-28 18:04:58.498525+00:00|7896005271377|7896005271377|||1704904|1704904|5102|5102|0.0|0.0|MACARRAO PETYBOM 200GR LAZANHA PRECOZIDA|MACARRAO PETYBOM 200GR LAZANHA PRECOZIDA|naturezareceita|||||19|19|19|19|0|0|0|16.0|119|19021900|19021900|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500933|2024-10-28 18:04:58.498525+00:00|7896902210646|7896902210646|||2002000|2002000|5102|5102|0.0|0.0|AGUA OXIGENADA FARMAX CR 40VL 90ML|AGUA OXIGENADA FARMAX CR 40VL 90ML|naturezareceita|||||21|21|21|21|0|0|0|10.0|002|33059000|33059000|0.0|0.0|04|04|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500934|2024-10-28 18:04:58.498525+00:00|7891132080038|7891132080038|||1703500|1703500|5102|5102|0.0|7.6|AJI SAL SAL/CHURRASCO 500G|AJI SAL SAL/CHURRASCO 500G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21039021|21039021|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500935|2024-10-28 18:04:58.498525+00:00|7897195981312|7897195981312|||1711200|1711200|5102|5102|0.0|7.6|GALAO 2 LITROS NECTAR CAJU|GALAO 2 LITROS NECTAR CAJU|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|22029900|22029900|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500936|2024-10-28 18:04:58.498525+00:00|7892840814540|7892840814540|||1703100|1703100|5102|5102|0.0|7.6|SALG DORITOS 140G QUEIJO NACHO|SALG DORITOS 140G QUEIJO NACHO|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19059090|19059090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500937|2024-10-28 18:04:58.498525+00:00|7622300873554|7622300873554|||1705300|1705300|5102|5102|0.0|7.6|BISC OREO 90GR CHOCOLATE|BISC OREO 90GR CHOCOLATE|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19053100|19053100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500938|2024-10-28 18:04:58.498525+00:00|7898229384680|7898229384680|||1707700|1707700|5102|5102|0.0|7.6|LINGUICA SUINA COM JILO|LINGUICA SUINA COM JILO|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|16010000|16010000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500939|2024-10-28 18:04:58.498525+00:00|7896131501645|7896131501645|||1703102|1703102|5102|5102|0.0|7.6|BISC POLVILHO DOCE BABY 200G|BISC POLVILHO DOCE BABY 200G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19059090|19059090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500940|2024-10-28 18:04:58.498525+00:00|7898367980010|7898367980010|||0302101|0302101|5405|5405|0.0|0.0|EISENBAHN PILS LN 355ML|EISENBAHN PILS LN 355ML|naturezareceita|||||0|0|0|0|60|60|0|30.0|918|22030000|22030000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500941|2024-10-28 18:04:58.498525+00:00|7897184000161|7897184000161|||0301002|0301002|5405|5405|0.0|0.0|REF MINEIRO GUARANA LATA 269ML|REF MINEIRO GUARANA LATA 269ML|naturezareceita|||||0|0|0|0|60|60|0|30.0|918|22021000|22021000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500942|2024-10-28 18:04:58.498525+00:00|7896110081359|7896110081359|||2004600|2004600|5102|5102|0.0|7.6|GUARD SNOB GDE 33X30CM 50FL|GUARD SNOB GDE 33X30CM 50FL|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|48183000|48183000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500943|2024-10-28 18:04:58.498525+00:00|7891048050606|7891048050606||GO821022|||5102|5102|0.0|7.6|GELATINA PO ABACAXI OETEKER 20G|GELATINA PO ABACAXI OETEKER 20G|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||12|19|12|12|20|20|0||0|21069029|21069029|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500946|2024-10-28 18:04:58.498525+00:00|7894900504002|7894900504002|||0301500|0301500|5405|5405|0.0|0.0|POWERADE MOUNTAIN BLAST 500ML|POWERADE MOUNTAIN BLAST 500ML|naturezareceita|||||0|0|0|0|60|60|0|30.0|918|22029900|22029900|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500947|2024-10-28 18:04:58.498525+00:00|7891024135310|7891024135310||GO821019|2002300|2002300|5102|5102|0.0|0.0|CREME D COLGATE 90GR TOTAL 12 ADVANC GEL|CREME D COLGATE 90GR TOTAL 12 ADVANC GEL|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|26.0|129|33061000|33061000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500948|2024-10-28 18:04:58.498525+00:00|7898020710107|7898020710107||GO821010|||5102|5102|0.0|0.0|ARROZ BENEF LONGO T-1 PEQUI 5KG|ARROZ BENEF LONGO T-1 PEQUI 5KG|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|4.0|105|10063021|10063021|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500951|2024-10-28 18:04:58.498525+00:00|7891040198726|7891040198726|||1100900|1100900|5102|5102|0.0|7.6|ESP MULTIUSO TININDO L4P3|ESP MULTIUSO TININDO L4P3|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|68053090|68053090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500952|2024-10-28 18:04:58.498525+00:00|7896005801512|7896005801512||GO821019|1709600|1709600|5102|5102|0.0|0.0|CAFE TORRADO MOIDO 3 CORAÇÕES EXTRA FORTE INTERIOR STAND PAC|CAFE TORRADO MOIDO 3 CORAÇÕES EXTRA FORTE INTERIOR STAND PAC|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|20.0|123|09012100|09012100|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500953|2024-10-28 18:04:58.498525+00:00|7892300030671|7892300030671|||1710600|1710600|5102|5102|0.0|7.6|PIPOCA MCR NATURAL SINHA 100G|PIPOCA MCR NATURAL SINHA 100G|pis_aliquota, cofins_aliquota|||||12|12|12|12|0|0|0||0|20081900|20081900|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500954|2024-10-28 18:04:58.498525+00:00|7898246110071|7898246110071|||||5102|5102|0.0|7.6|PIMENTA DO REINO CHEIRO BOM 80G|PIMENTA DO REINO CHEIRO BOM 80G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|09041200|09041200|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500955|2024-10-28 18:04:58.498525+00:00|7896051111856|7896051111856|||1711500|1711500|5102|5102|0.0|0.0|BEB LAC UHT ITAMBE KIDS CHOCO 200ML|BEB LAC UHT ITAMBE KIDS CHOCO 200ML|naturezareceita|||||19|19|19|19|0|0|0|6.0|110|22029900|22029900|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500956|2024-10-28 18:04:58.498525+00:00|7891000107836|7891000107836|||1700300|1700300|5102|5102|0.0|7.6|CHOC NESTLE SUFLAIR 50GR AO LEITE|CHOC NESTLE SUFLAIR 50GR AO LEITE|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|18063210|18063210|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500957|2024-10-28 18:04:58.498525+00:00|7896212911004|7896212911004||GO821019|1710101|1710101|5102|5102|0.0|0.0|ACUCAR CRISTAL 5KG|ACUCAR CRISTAL 5KG|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|21.0|124|17019900|17019900|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500958|2024-10-28 18:04:58.498525+00:00|7897959803669|7897959803669|||||5102|5102|0.0|7.6|CRAVO 10G|CRAVO 10G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21041011|21041011|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500959|2024-10-28 18:04:58.498525+00:00|7896102593051|7896102593051|||1704100|1704100|5102|5102|0.0|7.6|MOLHO HEIZ TOMATE PED TRAD SC 340G|MOLHO HEIZ TOMATE PED TRAD SC 340G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21032010|21032010|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500960|2024-10-28 18:04:58.498525+00:00|7899932504044|7899932504044|||0900500|0900500|5405|5405|0.0|7.6|LAMPADA LED BULBO 12W 6500K E-7 BIVOLT|LAMPADA LED BULBO 12W 6500K E-7 BIVOLT|pis_aliquota, cofins_aliquota|||||0|0|0|0|60|60|0||0|85395200|85395200|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500961|2024-10-28 18:04:58.498525+00:00|7897395001063|7897395001063|||0302101|0302101|5405|5405|0.0|0.0|CERV PETRA PRE ESCURA LN 355ML|CERV PETRA PRE ESCURA LN 355ML|naturezareceita|||||0|0|0|0|60|60|0|30.0|918|22030000|22030000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500962|2024-10-28 18:04:58.498525+00:00|7896314707659|7896314707659|||1100900|1100900|5102|5102|0.0|7.6|ESPONJA ESFRELUX LV4PG3|ESPONJA ESFRELUX LV4PG3|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|68053090|68053090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500964|2024-10-28 18:04:58.498525+00:00|7622210862679|7622210862679|||||5102|5102|0.0|7.6|CHIC TRIDENT 18S MELANCIA 30.6G|CHIC TRIDENT 18S MELANCIA 30.6G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21069050|21069050|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500965|2024-10-28 18:04:58.498525+00:00|7891141022852|7891141022852|||0200700|0200700|5102|5102|0.0|7.6|KEEP COOLER CLASSIC 275ML MORANGO|KEEP COOLER CLASSIC 275ML MORANGO|pis_aliquota, cofins_aliquota|||||27|27|27|27|0|0|0||0|22060090|22060090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500966|2024-10-28 18:04:58.498525+00:00|7896110081250|7896110081250|||2004600|2004600|5102|5102|0.0|7.6|GUARD FS SNOB PEQUENO 24X22 50X1UN|GUARD FS SNOB PEQUENO 24X22 50X1UN|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|48183000|48183000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500967|2024-10-28 18:04:58.498525+00:00|78940017|78940017|||||5102|5102|0.0|7.6|FERRERO TIC TAC MENTA CRUSH 16G|FERRERO TIC TAC MENTA CRUSH 16G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|17049020|17049020|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500968|2024-10-28 18:04:58.498525+00:00|7894904007059|7894904007059|||1707907|1707907|5102|5102|0.0|7.6|APRESUNTADO RETANGULAR SEARA|APRESUNTADO RETANGULAR SEARA|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|16024900|16024900|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500969|2024-10-28 18:04:58.498525+00:00|7892840808044|7892840808044|||0301500|0301500|5405|5405|0.0|0.0|GATORADE TANGERINA 500 ML|GATORADE TANGERINA 500 ML|naturezareceita|||||0|0|0|0|60|60|0|30.0|918|22029900|22029900|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500970|2024-10-28 18:04:58.498525+00:00|7896245709012|7896245709012|||1706201|1706201|5102|5102|0.0|7.6|SALG TRIGO PETICITOS PIZZA 40G|SALG TRIGO PETICITOS PIZZA 40G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19059090|19059090|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500971|2024-10-28 18:04:58.498525+00:00|7897184000352|7897184000352|||0301001|0301001|5405|5405|0.0|0.0|REF MINEIRO LIMAO PET 250ML|REF MINEIRO LIMAO PET 250ML|naturezareceita|||||0|0|0|0|60|60|0|30.0|918|22021000|22021000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500972|2024-10-28 18:04:58.498525+00:00|7891080400063|7891080400063||GO821019|1702700|1702700|5102|5102|0.0|0.0|MARGARINA DELICIA 1KG CREM 70% LIP|MARGARINA DELICIA 1KG CREM 70% LIP|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|24.0|127|15171000|15171000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500973|2024-10-28 18:04:58.498525+00:00|7898951850064|7898951850064||GO821019|1704906|1704906|5102|5102|0.0|0.0|MAC BARILLA C/OVOS ESPAGUETE N.8 500GR|MAC BARILLA C/OVOS ESPAGUETE N.8 500GR|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|16.0|119|19021100|19021100|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500974|2024-10-28 18:04:58.498525+00:00|7898292883974|7898292883974|||1700900|1700900|5102|5102|0.0|7.6|BOMBOM IOIO MIX WAFER SABOR MISTO CREME/CHOC|BOMBOM IOIO MIX WAFER SABOR MISTO CREME/CHOC|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|18069000|18069000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500976|2024-10-28 18:04:58.498525+00:00|7896004007427|7896004007427|||1703000|1703000|5102|5102|0.0|7.6|ALI MAT SUCRILHOS KELLOGGS 240GR|ALI MAT SUCRILHOS KELLOGGS 240GR|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19041000|19041000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500978|2024-10-28 18:04:58.498525+00:00|7894904006304|7894904006304|||1707904|1707904|5102|5102|0.0|7.6|PRESUNTO COZ MAGRO OVAL SEA|PRESUNTO COZ MAGRO OVAL SEA|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|16024100|16024100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500980|2024-10-28 18:04:58.498525+00:00|7896002110419|7896002110419|||0200300|0200300|5102|5102|0.0|7.6|BEB 51 ICE LIMAO 275ML|BEB 51 ICE LIMAO 275ML|pis_aliquota, cofins_aliquota|||||27|27|27|27|0|0|0||0|22089000|22089000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500981|2024-10-28 18:04:58.498525+00:00|7896629642393|7896629642393|||1702100|1702100|5102|5102|0.0|0.0|IOGURTE RECREIO MORANGO 100G|IOGURTE RECREIO MORANGO 100G|naturezareceita|||||12|12|12|12|0|0|0|6.0|110|04032000|04032000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500982|2024-10-28 18:04:58.498525+00:00|7892840816452|7892840816452|||1703000|1703000|5102|5102|0.0|7.6|SALG FANDANGOS 45G QUEIJO|SALG FANDANGOS 45G QUEIJO|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19041000|19041000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500983|2024-10-28 18:04:58.498525+00:00|7896058257243|7896058257243|||1705700|1705700|5102|5102|0.0|7.6|PASSION LIMAO 80G|PASSION LIMAO 80G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19053200|19053200|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500984|2024-10-28 18:04:58.498525+00:00|7897946400024|7897946400024|||0200500|0200500|5102|5102|0.0|7.6|BEB CATUABA DA RACA 500ML|BEB CATUABA DA RACA 500ML|pis_aliquota, cofins_aliquota|||||27|27|27|27|0|0|0||0|22051000|22051000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500985|2024-10-28 18:04:58.498525+00:00|5011053003325|5011053003325|||||5102|5102|0.0|7.6|BAZOOKA PUSH POP DUO 15G|BAZOOKA PUSH POP DUO 15G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|17049020|17049020|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500986|2024-10-28 18:04:58.498525+00:00|7894900550504|7894900550504|||1711100|1711100|5102|5102|0.0|0.0|DV FRUT GOIABA PET 1L|DV FRUT GOIABA PET 1L|naturezareceita|||||19|19|19|19|0|0|0|30.0|918|22021000|22021000|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500987|2024-10-28 18:04:58.498525+00:00|7898901478324|7898901478324|||1400601|1400601|5102|5102|0.0|7.6|PRATO DESC BELLA BCO 15CM 10UN|PRATO DESC BELLA BCO 15CM 10UN|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|39241000|39241000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500988|2024-10-28 18:04:58.498525+00:00|7899607205436|7899607205436|||||5102|5102|0.0|7.6|REF 110G UVA SABORELLE|REF 110G UVA SABORELLE|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21069010|21069010|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500989|2024-10-28 18:04:58.498525+00:00|7892300002791|7892300002791|||1701000|1701000|5102|5102|0.0|7.6|LEITE DE COCO SINHA 200ML|LEITE DE COCO SINHA 200ML|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|20098990|20098990|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500990|2024-10-28 18:04:58.498525+00:00|7891132082223|7891132082223|||||5102|5102|0.0|7.6|REFRESCO MID LIMAO 20GR|REFRESCO MID LIMAO 20GR|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|21069010|21069010|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500991|2024-10-28 18:04:58.498525+00:00|7891962056500|7891962056500|||1705300|1705300|5102|5102|0.0|7.6|BISC BAUDUCCO CHOCOBISCUIT AO LEITE 80G|BISC BAUDUCCO CHOCOBISCUIT AO LEITE 80G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19053100|19053100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500992|2024-10-28 18:04:58.498525+00:00|7622210592729|7622210592729|||1705300|1705300|5102|5102|0.0|7.6|BISC RECH TRAKINAS ++ CHOCOLATE 126G|BISC RECH TRAKINAS ++ CHOCOLATE 126G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|19053100|19053100|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500994|2024-10-28 18:04:58.498525+00:00|7896225703894|7896225703894|||||5102|5102|0.0|7.6|SANDITOS SALGADINHOS CEBOLA E SALSA 55G|SANDITOS SALGADINHOS CEBOLA E SALSA 55G|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|64022000|64022000|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500995|2024-10-28 18:04:58.498525+00:00|7896058593570|7896058593570|||||5102|5102|0.0|7.6|GOMA JUBES GELATINA TROP 48GR|GOMA JUBES GELATINA TROP 48GR|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|17049020|17049020|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500996|2024-10-28 18:04:58.498525+00:00|7891048050682|7891048050682||GO821022|||5102|5102|0.0|7.6|GELATINA PO UVA OETEKER 20G|GELATINA PO UVA OETEKER 20G|icms_aliquota, cbenef, pis_aliquota, cofins_aliquota|||||12|19|12|12|20|20|0||0|21069029|21069029|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500997|2024-10-28 18:04:58.498525+00:00|7898601690064|7898601690064|||||5102|5102|0.0|0.0|ALHO ESMERALDA 90G|ALHO ESMERALDA 90G|naturezareceita|||||19|19|19|19|0|0|0|14.0|116|07032090|07032090|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500998|2024-10-28 18:04:58.498525+00:00|070330717565|070330717565|||2006400|2006400|5405|5405|0.0|7.6|APARELHO BIC COMFORT 3 SENSIVEL|APARELHO BIC COMFORT 3 SENSIVEL|pis_aliquota, cofins_aliquota|||||0|0|0|0|60|60|0||0|82121020|82121020|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
500999|2024-10-28 18:04:58.498525+00:00|7891176117462|7891176117462||GO821019|2003400|2003400|5102|5102|0.0|0.0|SABONET FRANCIS SUAVE ORQUIDEA ROSA CLARO 85G|SABONET FRANCIS SUAVE ORQUIDEA ROSA CLARO 85G|icms_aliquota, cbenef, naturezareceita|||||7|12|7|7|20|20|0|25.0|128|34011190|34011190|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
501000|2024-10-28 18:04:58.498525+00:00|7896520023062|7896520023062|||1711200|1711200|5102|5102|0.0|7.6|NECTAR MARAC LAFRUIT 200ML|NECTAR MARAC LAFRUIT 200ML|pis_aliquota, cofins_aliquota|||||19|19|19|19|0|0|0||0|22029900|22029900|0.0|1.65|01|01|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
501001|2024-10-28 18:04:58.498525+00:00|7891000101926|7891000101926|||1711500|1711500|5102|5102|0.0|0.0|NESCAU BEBIDA GARRAFA PLAS 270ML|NESCAU BEBIDA GARRAFA PLAS 270ML|naturezareceita|||||19|19|19|19|0|0|0|6.0|110|22029900|22029900|0.0|0.0|06|06|0|0|0|0|2|2024-10-28 19:20:05.131248+00:00|
